Id,start,end,type,departement
789517,1959,1959,Object,Drawings and Prints
734058,1937,1937,Object,Drawings and Prints
345690,1941,1941,Object,Drawings and Prints
337324,1949,1949,Object,Drawings and Prints
778925,2018,2018,Object,Photographs
109694,1970,1970,Object,Costume Institute
426131,1923,1923,Object,Drawings and Prints
449183,1937,1937,Object,Islamic Art
840947,1951,1951,Object,Drawings and Prints
1388,1941,1941,Object,The American Wing
393394,1954,1954,Object,Drawings and Prints
761140,1963,1963,Object,Drawings and Prints
174878,2009,2009,Object,Costume Institute
445504,1908,1908,Object,Islamic Art
456170,1910,1910,Object,Islamic Art
545032,1992,1992,Object,Egyptian Art
652090,1952,1952,Object,Drawings and Prints
229051,1964,1964,Object,European Sculpture and Decorative Arts
4418,1930,1930,Object,The American Wing
377666,2005,2005,Object,Drawings and Prints
779054,1963,1963,Object,Drawings and Prints
483743,1984,1984,Object,Modern and Contemporary Art
47814,1893,1893,Object,Asian Art
225266,1936,1936,Object,European Sculpture and Decorative Arts
506826,2017,2017,Object,Musical Instruments
484972,1988,1988,Object,Modern and Contemporary Art
811486,1959,1959,Object,Drawings and Prints
204986,1968,1968,Object,European Sculpture and Decorative Arts
395305,1959,1959,Object,Drawings and Prints
36857,1918,1918,Object,Asian Art
827369,1987,1987,Object,Photographs
396158,1949,1949,Object,Drawings and Prints
726821,1953,1953,Object,Drawings and Prints
310436,1977,1977,Object,"Arts of Africa, Oceania, and the Americas"
367113,1929,1929,Object,Drawings and Prints
378004,1991,1991,Object,Drawings and Prints
28021,1943,1943,Object,Arms and Armor
420548,2013,2013,Object,Drawings and Prints
310625,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
311799,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
706695,2005,2005,Object,Photographs
378762,1923,1923,Object,Drawings and Prints
15082,2006,2006,Object,The American Wing
61757,1961,1961,Object,Asian Art
640453,1963,1963,Object,Drawings and Prints
267614,1933,1933,Object,Photographs
694103,1963,1963,Object,Drawings and Prints
349422,1963,1963,Object,Drawings and Prints
568126,1935,1935,Object,Egyptian Art
209272,1914,1914,Object,European Sculpture and Decorative Arts
338303,1937,1937,Object,Drawings and Prints
365275,2004,2004,Object,Drawings and Prints
21674,1926,1926,Object,The American Wing
479108,1908,1908,Object,Medieval Art
685720,1970,1970,Object,Photographs
190752,1908,1908,Object,European Sculpture and Decorative Arts
388475,1928,1928,Object,Drawings and Prints
710660,1963,1963,Object,Drawings and Prints
41493,1988,1988,Object,Asian Art
711650,2005,2005,Object,Photographs
446612,1913,1913,Object,Islamic Art
652683,1963,1963,Object,Drawings and Prints
203602,1964,1964,Object,European Sculpture and Decorative Arts
424422,1963,1963,Object,Drawings and Prints
388733,1954,1954,Object,Drawings and Prints
474898,1914,1914,Object,Medieval Art
553595,1905,1905,Object,Egyptian Art
775519,1959,1959,Object,Drawings and Prints
104377,1958,1958,Object,Costume Institute
352865,1952,1952,Object,Drawings and Prints
787783,1933,1933,Object,Drawings and Prints
703941,2011,2011,Object,Greek and Roman Art
28488,1943,1943,Object,Arms and Armor
30007,1936,1936,Object,Arms and Armor
265404,1987,1987,Object,Photographs
383349,1961,1961,Object,Drawings and Prints
241828,1874,1874,Object,Greek and Roman Art
481427,1975,1975,Object,Modern and Contemporary Art
747730,1977,1977,Object,Drawings and Prints
460546,1975,1975,Object,Robert Lehman Collection
248163,1909,1909,Object,Greek and Roman Art
561090,1928,1928,Object,Egyptian Art
313893,1979,1979,Object,"Arts of Africa, Oceania, and the Americas"
408545,1926,1926,Object,Drawings and Prints
37592,1992,1992,Object,Asian Art
227347,1948,1948,Object,European Sculpture and Decorative Arts
202904,1963,1963,Object,European Sculpture and Decorative Arts
419507,1963,1963,Object,Drawings and Prints
368545,1927,1927,Object,Drawings and Prints
505794,2007,2007,Object,Musical Instruments
65028,1896,1896,Object,Asian Art
396013,1926,1926,Object,Drawings and Prints
322452,1911,1911,Object,Ancient Near Eastern Art
252311,1926,1926,Object,Greek and Roman Art
249323,1917,1917,Object,Greek and Roman Art
764396,2011,2011,Object,Greek and Roman Art
422682,1963,1963,Object,Drawings and Prints
186017,1881,1881,Object,European Sculpture and Decorative Arts
398454,1967,1967,Object,Drawings and Prints
313938,1979,1979,Object,"Arts of Africa, Oceania, and the Americas"
697157,1963,1963,Object,Drawings and Prints
688786,1931,1931,Object,Drawings and Prints
422252,1957,1957,Object,Drawings and Prints
349433,1963,1963,Object,Drawings and Prints
231918,1974,1974,Object,European Sculpture and Decorative Arts
448550,1930,1930,Object,Islamic Art
728131,1999,1999,Object,Photographs
245342,1881,1881,Object,Greek and Roman Art
408397,1941,1941,Object,Drawings and Prints
756093,2011,2011,Object,Greek and Roman Art
668934,1931,1931,Object,Egyptian Art
174340,2009,2009,Object,Costume Institute
871886,2022,2022,Object,The American Wing
276598,1994,1994,Object,Photographs
413490,1963,1963,Object,Drawings and Prints
749995,2011,2011,Object,Greek and Roman Art
357929,1939,1939,Object,Drawings and Prints
568435,1911,1911,Object,Egyptian Art
339692,1940,1940,Object,Drawings and Prints
255391,1972,1972,Object,Greek and Roman Art
31817,1936,1936,Object,Arms and Armor
4792,1957,1957,Object,The American Wing
773350,2017,2017,Object,Photographs
244661,1874,1874,Object,Greek and Roman Art
486545,1995,1995,Object,Modern and Contemporary Art
353356,1935,1935,Object,Drawings and Prints
30657,1936,1936,Object,Arms and Armor
336117,1958,1958,Object,Drawings and Prints
84416,1953,1953,Object,Costume Institute
229411,1973,1973,Object,European Sculpture and Decorative Arts
421765,1957,1957,Object,Drawings and Prints
667661,2011,2011,Object,Greek and Roman Art
732389,1994,1994,Object,Photographs
337360,1927,1927,Object,Drawings and Prints
224999,1936,1936,Object,European Sculpture and Decorative Arts
699945,1960,1960,Object,Drawings and Prints
392142,1928,1928,Object,Drawings and Prints
479138,1908,1908,Object,Medieval Art
404574,1941,1941,Object,Drawings and Prints
738780,1957,1957,Object,Drawings and Prints
633299,2013,2013,Object,Asian Art
335646,1887,1887,Object,Drawings and Prints
356529,1949,1949,Object,Drawings and Prints
367829,2005,2005,Object,Drawings and Prints
631842,1922,1922,Object,Drawings and Prints
497610,1984,1984,Object,Modern and Contemporary Art
709971,2011,2011,Object,Greek and Roman Art
855491,1975,1975,Object,Drawings and Prints
322950,1933,1933,Object,Ancient Near Eastern Art
813298,1959,1959,Object,Drawings and Prints
347269,1935,1935,Object,Drawings and Prints
40615,1881,1881,Object,Asian Art
377812,1941,1941,Object,Drawings and Prints
365908,1949,1949,Object,Drawings and Prints
205630,1974,1974,Object,European Sculpture and Decorative Arts
263914,1983,1983,Object,Photographs
226033,1936,1936,Object,European Sculpture and Decorative Arts
355253,1971,1971,Object,Drawings and Prints
14560,1907,1907,Object,The American Wing
750344,2011,2011,Object,Greek and Roman Art
688162,1922,1922,Object,Drawings and Prints
250797,1919,1919,Object,Greek and Roman Art
201227,1951,1951,Object,European Sculpture and Decorative Arts
308651,1964,1964,Object,"Arts of Africa, Oceania, and the Americas"
479833,1907,1907,Object,Modern and Contemporary Art
338534,1968,1968,Object,Drawings and Prints
682731,1963,1963,Object,Drawings and Prints
39556,1990,1990,Object,Asian Art
16246,1995,1995,Object,The American Wing
72582,2004,2004,Object,Asian Art
821990,1963,1963,Object,Drawings and Prints
197764,1936,1936,Object,European Sculpture and Decorative Arts
390298,2018,2018,Object,Drawings and Prints
689490,2011,2011,Object,Greek and Roman Art
43294,1976,1976,Object,Asian Art
772441,2011,2011,Object,Greek and Roman Art
308851,1964,1964,Object,"Arts of Africa, Oceania, and the Americas"
638500,1941,1941,Object,Drawings and Prints
492244,1979,1979,Object,Modern and Contemporary Art
10509,1893,1893,Object,The American Wing
395441,1963,1963,Object,Drawings and Prints
553388,1904,1904,Object,Egyptian Art
51960,1910,1910,Object,Asian Art
351593,1965,1965,Object,Drawings and Prints
392492,1959,1959,Object,Drawings and Prints
272068,1994,1994,Object,Photographs
340082,1880,1880,Object,Drawings and Prints
358704,1953,1953,Object,Drawings and Prints
550828,1935,1935,Object,Egyptian Art
502912,1889,1889,Object,Musical Instruments
364794,1962,1962,Object,Drawings and Prints
328966,1924,1924,Object,Ancient Near Eastern Art
74673,2008,2008,Object,Asian Art
728293,1999,1999,Object,Photographs
223949,1936,1936,Object,European Sculpture and Decorative Arts
244111,1874,1874,Object,Greek and Roman Art
892478,1923,1923,Object,Drawings and Prints
824556,1946,1946,Object,Drawings and Prints
23045,1928,1928,Object,Arms and Armor
383604,1958,1958,Object,Drawings and Prints
666484,2021,2021,Object,Asian Art
684286,1963,1963,Object,Drawings and Prints
323509,1936,1936,Object,Ancient Near Eastern Art
195527,1926,1926,Object,European Sculpture and Decorative Arts
252038,1926,1926,Object,Greek and Roman Art
278177,1994,1994,Object,Photographs
212685,1901,1901,Object,European Sculpture and Decorative Arts
724775,1963,1963,Object,Drawings and Prints
709857,2011,2011,Object,Greek and Roman Art
35633,2008,2008,Object,Arms and Armor
377160,1942,1942,Object,Drawings and Prints
427321,1930,1930,Object,Drawings and Prints
52026,1914,1914,Object,Asian Art
15135,2006,2006,Object,The American Wing
663070,2014,2014,Object,Photographs
115700,1982,1982,Object,Costume Institute
729793,1977,1977,Object,Drawings and Prints
75021,1955,1955,Object,Asian Art
505523,1889,1889,Object,Musical Instruments
418287,1963,1963,Object,Drawings and Prints
15980,1997,1997,Object,The American Wing
24031,1936,1936,Object,Arms and Armor
345673,1967,1967,Object,Drawings and Prints
753062,2011,2011,Object,Greek and Roman Art
186878,1887,1887,Object,European Sculpture and Decorative Arts
659494,2014,2014,Object,Photographs
457461,1939,1939,Object,Islamic Art
195897,1927,1927,Object,European Sculpture and Decorative Arts
2288,1936,1936,Object,The American Wing
648191,1963,1963,Object,Drawings and Prints
337291,1999,1999,Object,Drawings and Prints
341383,1983,1983,Object,Drawings and Prints
451059,1951,1951,Object,Islamic Art
3344,1914,1914,Object,The American Wing
748422,1946,1946,Object,Drawings and Prints
357139,1948,1948,Object,Drawings and Prints
424416,1963,1963,Object,Drawings and Prints
573837,1950,1950,Object,Egyptian Art
742812,2016,2016,Object,Photographs
267698,1933,1933,Object,Photographs
217019,1909,1909,Object,European Sculpture and Decorative Arts
482065,1980,1980,Object,Modern and Contemporary Art
15864,1992,1992,Object,The American Wing
26673,1914,1914,Object,Arms and Armor
843671,1950,1950,Object,Drawings and Prints
195886,1927,1927,Object,European Sculpture and Decorative Arts
142774,2017,2017,Object,Costume Institute
410519,1982,1982,Object,Drawings and Prints
46515,1914,1914,Object,Asian Art
274824,1994,1994,Object,Photographs
337107,1989,1989,Object,Drawings and Prints
567801,1910,1910,Object,Egyptian Art
691878,2011,2011,Object,Greek and Roman Art
27487,1952,1952,Object,Arms and Armor
291990,2019,2019,Object,Photographs
118416,2005,2005,Object,Costume Institute
825869,1963,1963,Object,Drawings and Prints
552353,1912,1912,Object,Egyptian Art
215248,1908,1908,Object,European Sculpture and Decorative Arts
562695,1920,1920,Object,Egyptian Art
247316,1906,1906,Object,Greek and Roman Art
496690,1979,1979,Object,Modern and Contemporary Art
351734,1959,1959,Object,Drawings and Prints
813067,1959,1959,Object,Drawings and Prints
28749,1943,1943,Object,Arms and Armor
489613,1967,1967,Object,Modern and Contemporary Art
774099,2011,2011,Object,Greek and Roman Art
51038,1933,1933,Object,Asian Art
821546,1963,1963,Object,Drawings and Prints
342947,1924,1924,Object,Drawings and Prints
568905,1922,1922,Object,Egyptian Art
625731,1930,1930,Object,Egyptian Art
839494,1953,1953,Object,Drawings and Prints
772398,2011,2011,Object,Greek and Roman Art
420018,1963,1963,Object,Drawings and Prints
775127,2018,2018,Object,Photographs
79164,1996,1996,Object,Costume Institute
482673,1983,1983,Object,Modern and Contemporary Art
477325,1925,1925,Object,Medieval Art
693671,1963,1963,Object,Drawings and Prints
353584,1966,1966,Object,Drawings and Prints
550519,1923,1923,Object,Egyptian Art
739029,1959,1959,Object,Drawings and Prints
60105,1975,1975,Object,Asian Art
175872,2009,2009,Object,Costume Institute
245704,1891,1891,Object,Greek and Roman Art
571262,1948,1948,Object,Egyptian Art
775535,1951,1951,Object,Drawings and Prints
159188,2009,2009,Object,Costume Institute
8963,1978,1978,Object,The American Wing
823213,1959,1959,Object,Drawings and Prints
655504,1963,1963,Object,Drawings and Prints
44307,1994,1994,Object,Asian Art
484103,1985,1985,Object,Modern and Contemporary Art
500841,1889,1889,Object,Musical Instruments
80649,1994,1994,Object,Costume Institute
772989,1986,1986,Object,Drawings and Prints
726535,1963,1963,Object,Drawings and Prints
311565,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
649549,2011,2011,Object,Photographs
425122,1963,1963,Object,Drawings and Prints
717675,1946,1946,Object,Drawings and Prints
30346,1936,1936,Object,Arms and Armor
62748,1893,1893,Object,Asian Art
426434,1930,1930,Object,Drawings and Prints
277864,1994,1994,Object,Photographs
114141,1949,1949,Object,Costume Institute
255575,1977,1977,Object,Greek and Roman Art
554097,1926,1926,Object,Egyptian Art
365649,1994,1994,Object,Drawings and Prints
695818,2011,2011,Object,Greek and Roman Art
32598,1926,1926,Object,Arms and Armor
568340,1922,1922,Object,Egyptian Art
624839,1962,1962,Object,Drawings and Prints
106449,1949,1949,Object,Costume Institute
260289,1972,1972,Object,Photographs
42082,1932,1932,Object,Asian Art
23270,1929,1929,Object,Arms and Armor
343455,1952,1952,Object,Drawings and Prints
429781,1962,1962,Object,Drawings and Prints
414199,2012,2012,Object,Drawings and Prints
402664,1963,1963,Object,Drawings and Prints
371974,1963,1963,Object,Drawings and Prints
46474,1879,1879,Object,Asian Art
710478,1974,1974,Object,Photographs
822431,2019,2019,Object,European Sculpture and Decorative Arts
213477,1908,1908,Object,European Sculpture and Decorative Arts
22217,1914,1914,Object,Arms and Armor
26732,1914,1914,Object,Arms and Armor
98741,1991,1991,Object,Costume Institute
420116,1917,1917,Object,Drawings and Prints
504053,2000,2000,Object,Musical Instruments
375093,1943,1943,Object,Drawings and Prints
223254,1936,1936,Object,European Sculpture and Decorative Arts
732397,1994,1994,Object,Photographs
193384,1917,1917,Object,European Sculpture and Decorative Arts
164224,2012,2012,Object,Costume Institute
35182,1891,1891,Object,Arms and Armor
224344,1936,1936,Object,European Sculpture and Decorative Arts
173302,2009,2009,Object,Costume Institute
348422,1970,1970,Object,Drawings and Prints
741050,1948,1948,Object,Islamic Art
197345,1933,1933,Object,European Sculpture and Decorative Arts
459180,1975,1975,Object,Robert Lehman Collection
728016,1937,1937,Object,Drawings and Prints
187112,1887,1887,Object,European Sculpture and Decorative Arts
379902,1923,1923,Object,Drawings and Prints
816004,1963,1963,Object,Drawings and Prints
192476,1913,1913,Object,European Sculpture and Decorative Arts
363150,1959,1959,Object,Drawings and Prints
345723,1921,1921,Object,Drawings and Prints
72774,2005,2005,Object,Asian Art
637139,1963,1963,Object,Drawings and Prints
489747,1968,1968,Object,Modern and Contemporary Art
811548,1923,1923,Object,Drawings and Prints
315488,1987,1987,Object,"Arts of Africa, Oceania, and the Americas"
57378,1921,1921,Object,Asian Art
378193,1923,1923,Object,Drawings and Prints
266229,1990,1990,Object,Photographs
38241,1933,1933,Object,Asian Art
888353,1963,1963,Object,Drawings and Prints
361885,1949,1949,Object,Drawings and Prints
645040,1953,1953,Object,Drawings and Prints
39169,1991,1991,Object,Asian Art
246382,1896,1896,Object,Greek and Roman Art
250955,1920,1920,Object,Greek and Roman Art
346670,1952,1952,Object,Drawings and Prints
410302,1963,1963,Object,Drawings and Prints
781052,1963,1963,Object,Photographs
103245,1938,1938,Object,Costume Institute
472189,1925,1925,Object,The Cloisters
213883,1908,1908,Object,European Sculpture and Decorative Arts
392239,1933,1933,Object,Drawings and Prints
228458,1957,1957,Object,European Sculpture and Decorative Arts
368244,1949,1949,Object,Drawings and Prints
688077,2014,2014,Object,Drawings and Prints
756106,2011,2011,Object,Greek and Roman Art
402509,1963,1963,Object,Drawings and Prints
285231,2003,2003,Object,Photographs
325279,1961,1961,Object,Ancient Near Eastern Art
459961,1975,1975,Object,Robert Lehman Collection
206875,1981,1981,Object,European Sculpture and Decorative Arts
369858,1983,1983,Object,Drawings and Prints
725117,1963,1963,Object,Drawings and Prints
779311,1963,1963,Object,Drawings and Prints
393463,1946,1946,Object,Drawings and Prints
412137,1961,1961,Object,Drawings and Prints
667735,1931,1931,Object,Egyptian Art
83852,2002,2002,Object,Costume Institute
244560,1874,1874,Object,Greek and Roman Art
369694,1923,1923,Object,Drawings and Prints
126918,1976,1976,Object,Islamic Art
426061,1946,1946,Object,Drawings and Prints
827145,1963,1963,Object,Drawings and Prints
13148,1898,1898,Object,The American Wing
389786,1955,1955,Object,Drawings and Prints
174785,2009,2009,Object,Costume Institute
214639,1908,1908,Object,European Sculpture and Decorative Arts
752421,1964,1964,Object,Drawings and Prints
709528,2011,2011,Object,Greek and Roman Art
450770,1948,1948,Object,Islamic Art
398991,1934,1934,Object,Drawings and Prints
51619,1945,1945,Object,Asian Art
632396,1927,1927,Object,Drawings and Prints
491997,2000,2000,Object,Modern and Contemporary Art
623350,1925,1925,Object,Egyptian Art
505181,1889,1889,Object,Musical Instruments
198155,1938,1938,Object,European Sculpture and Decorative Arts
266154,1989,1989,Object,Photographs
252491,1926,1926,Object,Greek and Roman Art
243539,1874,1874,Object,Greek and Roman Art
892882,1963,1963,Object,Drawings and Prints
482475,1982,1982,Object,Modern and Contemporary Art
766405,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
396718,1931,1931,Object,Drawings and Prints
386092,1951,1951,Object,Drawings and Prints
396153,1943,1943,Object,Drawings and Prints
568115,1935,1935,Object,Egyptian Art
399059,1943,1943,Object,Drawings and Prints
455237,2005,2005,Object,Islamic Art
327262,1986,1986,Object,Ancient Near Eastern Art
255570,1976,1976,Object,Greek and Roman Art
485864,1991,1991,Object,Modern and Contemporary Art
781811,1949,1949,Object,Drawings and Prints
425925,1963,1963,Object,Drawings and Prints
40477,2015,2015,Object,Asian Art
719600,1963,1963,Object,Drawings and Prints
212688,1903,1903,Object,European Sculpture and Decorative Arts
334674,1996,1996,Object,Drawings and Prints
426140,1946,1946,Object,Drawings and Prints
226098,1936,1936,Object,European Sculpture and Decorative Arts
276986,1994,1994,Object,Photographs
119398,1958,1958,Object,Costume Institute
45507,1929,1929,Object,Asian Art
86119,1978,1978,Object,Asian Art
325389,1962,1962,Object,Ancient Near Eastern Art
420815,1922,1922,Object,Drawings and Prints
834052,1964,1964,Object,European Sculpture and Decorative Arts
426401,1977,1977,Object,Drawings and Prints
271789,1978,1978,Object,Photographs
890929,1963,1963,Object,Drawings and Prints
480338,1908,1908,Object,Modern and Contemporary Art
2744,1946,1946,Object,The American Wing
253209,1930,1930,Object,Greek and Roman Art
57034,1939,1939,Object,Asian Art
432052,1933,1933,Object,Drawings and Prints
392483,1917,1917,Object,Drawings and Prints
627310,1953,1953,Object,Drawings and Prints
285128,2003,2003,Object,Photographs
359304,1976,1976,Object,Drawings and Prints
273965,1994,1994,Object,Photographs
751464,1962,1962,Object,Drawings and Prints
310605,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
405700,1941,1941,Object,Drawings and Prints
787794,1951,1951,Object,Drawings and Prints
669290,1951,1951,Object,Drawings and Prints
414858,1963,1963,Object,Drawings and Prints
500840,1889,1889,Object,Musical Instruments
24581,1936,1936,Object,Arms and Armor
335864,1949,1949,Object,Drawings and Prints
715330,1963,1963,Object,Drawings and Prints
629126,1963,1963,Object,Drawings and Prints
263674,1983,1983,Object,Photographs
481032,1972,1972,Object,Modern and Contemporary Art
158881,2009,2009,Object,Costume Institute
321655,1886,1886,Object,Ancient Near Eastern Art
80946,1998,1998,Object,Costume Institute
343015,1967,1967,Object,Drawings and Prints
202825,1963,1963,Object,European Sculpture and Decorative Arts
696684,1928,1928,Object,Arms and Armor
261418,1975,1975,Object,Photographs
378134,1923,1923,Object,Drawings and Prints
348875,2000,2000,Object,Drawings and Prints
733572,2011,2011,Object,Greek and Roman Art
776361,2011,2011,Object,Greek and Roman Art
394543,1922,1922,Object,Drawings and Prints
83333,2001,2001,Object,Costume Institute
433885,1960,1960,Object,Drawings and Prints
383636,1958,1958,Object,Drawings and Prints
224332,1936,1936,Object,European Sculpture and Decorative Arts
652740,1963,1963,Object,Drawings and Prints
137606,2008,2008,Object,Costume Institute
495556,1965,1965,Object,Modern and Contemporary Art
484127,1985,1985,Object,Modern and Contemporary Art
29185,1942,1942,Object,Arms and Armor
245156,1881,1881,Object,Greek and Roman Art
710775,1953,1953,Object,Drawings and Prints
219909,1917,1917,Object,European Sculpture and Decorative Arts
173797,2009,2009,Object,Costume Institute
891318,1963,1963,Object,Drawings and Prints
484530,1986,1986,Object,Modern and Contemporary Art
39696,2015,2015,Object,Asian Art
319852,2007,2007,Object,"Arts of Africa, Oceania, and the Americas"
376458,1949,1949,Object,Drawings and Prints
777800,1963,1963,Object,Drawings and Prints
555947,1911,1911,Object,Egyptian Art
245514,1889,1889,Object,Greek and Roman Art
169954,2009,2009,Object,Costume Institute
371651,1969,1969,Object,Drawings and Prints
57368,1915,1915,Object,Asian Art
694419,1963,1963,Object,Drawings and Prints
299319,2011,2011,Object,Photographs
174810,2009,2009,Object,Costume Institute
372481,1917,1917,Object,Drawings and Prints
548741,1936,1936,Object,Egyptian Art
240054,1874,1874,Object,Greek and Roman Art
623587,1949,1949,Object,Drawings and Prints
741458,1948,1948,Object,Islamic Art
395871,1958,1958,Object,Drawings and Prints
683165,1963,1963,Object,Drawings and Prints
45579,1936,1936,Object,Asian Art
124476,1977,1977,Object,Costume Institute
382476,1961,1961,Object,Drawings and Prints
59945,1912,1912,Object,Asian Art
739087,1959,1959,Object,Drawings and Prints
384585,1917,1917,Object,Drawings and Prints
713362,1951,1951,Object,Drawings and Prints
384277,1947,1947,Object,Drawings and Prints
504770,1889,1889,Object,Musical Instruments
474625,1912,1912,Object,Medieval Art
215841,1909,1909,Object,European Sculpture and Decorative Arts
629652,1951,1951,Object,Drawings and Prints
487843,1937,1937,Object,Modern and Contemporary Art
705596,1919,1919,Object,Drawings and Prints
22295,1914,1914,Object,Arms and Armor
701499,1951,1951,Object,Drawings and Prints
350080,1931,1931,Object,Drawings and Prints
352870,2001,2001,Object,Drawings and Prints
431058,1965,1965,Object,Drawings and Prints
338634,1962,1962,Object,Drawings and Prints
240651,1874,1874,Object,Greek and Roman Art
474862,1914,1914,Object,Medieval Art
67890,1909,1909,Object,Asian Art
27219,1914,1914,Object,Arms and Armor
228713,1957,1957,Object,European Sculpture and Decorative Arts
416778,1953,1953,Object,Drawings and Prints
550411,1923,1923,Object,Egyptian Art
452073,1970,1970,Object,Islamic Art
264666,1986,1986,Object,Photographs
141753,2008,2008,Object,Costume Institute
766877,1949,1949,Object,Drawings and Prints
727599,2017,2017,Object,Modern and Contemporary Art
381642,1954,1954,Object,Drawings and Prints
825866,1963,1963,Object,Drawings and Prints
555103,1932,1932,Object,Egyptian Art
678524,2011,2011,Object,Greek and Roman Art
480615,1915,1915,Object,Modern and Contemporary Art
248992,1915,1915,Object,Greek and Roman Art
359484,1986,1986,Object,Drawings and Prints
195858,1927,1927,Object,European Sculpture and Decorative Arts
416883,1953,1953,Object,Drawings and Prints
269865,1956,1956,Object,Photographs
98123,1926,1926,Object,Costume Institute
460358,1975,1975,Object,Robert Lehman Collection
707953,1917,1917,Object,Drawings and Prints
631827,1963,1963,Object,Drawings and Prints
232375,2006,2006,Object,European Sculpture and Decorative Arts
4771,1929,1929,Object,The American Wing
157588,2009,2009,Object,Costume Institute
655381,1963,1963,Object,Drawings and Prints
241441,1874,1874,Object,Greek and Roman Art
14572,1907,1907,Object,The American Wing
718115,2020,2020,Object,The American Wing
665037,1926,1926,Object,Drawings and Prints
311552,1978,1978,Object,"Arts of Africa, Oceania, and the Americas"
373068,1920,1920,Object,Drawings and Prints
42979,1911,1911,Object,Asian Art
395306,1959,1959,Object,Drawings and Prints
329922,2021,2021,Object,Egyptian Art
746101,1981,1981,Object,Drawings and Prints
639308,1953,1953,Object,Drawings and Prints
285404,1976,1976,Object,Photographs
759630,1931,1931,Object,Drawings and Prints
175165,2009,2009,Object,Costume Institute
49616,1986,1986,Object,Asian Art
85815,1939,1939,Object,Costume Institute
480672,1919,1919,Object,Modern and Contemporary Art
411958,1963,1963,Object,Drawings and Prints
379064,1923,1923,Object,Drawings and Prints
669842,2011,2011,Object,Greek and Roman Art
67534,1896,1896,Object,Asian Art
41930,1908,1908,Object,Asian Art
434435,1963,1963,Object,Drawings and Prints
567726,1921,1921,Object,Egyptian Art
315742,1989,1989,Object,"Arts of Africa, Oceania, and the Americas"
48138,1927,1927,Object,Asian Art
563964,1917,1917,Object,Egyptian Art
407091,1963,1963,Object,Drawings and Prints
650278,1959,1959,Object,Drawings and Prints
437243,1982,1982,Object,European Paintings
433113,1949,1949,Object,Drawings and Prints
712550,1963,1963,Object,Drawings and Prints
854220,2021,2021,Object,Asian Art
240561,1874,1874,Object,Greek and Roman Art
31,1916,1916,Object,The American Wing
104835,1989,1989,Object,The American Wing
717846,1946,1946,Object,Drawings and Prints
667491,2011,2011,Object,Greek and Roman Art
720233,1953,1953,Object,Drawings and Prints
274006,1994,1994,Object,Photographs
408662,1963,1963,Object,Drawings and Prints
189609,1907,1907,Object,European Sculpture and Decorative Arts
352599,1953,1953,Object,Drawings and Prints
557676,1930,1930,Object,Egyptian Art
390695,1962,1962,Object,Drawings and Prints
647815,2014,2014,Object,Drawings and Prints
715408,2016,2016,Object,European Sculpture and Decorative Arts
707727,1972,1972,Object,Drawings and Prints
294438,2010,2010,Object,Photographs
54574,1914,1914,Object,Asian Art
764875,1923,1923,Object,Drawings and Prints
753186,2011,2011,Object,Greek and Roman Art
546497,1934,1934,Object,Egyptian Art
564570,1914,1914,Object,Egyptian Art
6410,1946,1946,Object,The American Wing
418129,1942,1942,Object,Drawings and Prints
96142,1980,1980,Object,Costume Institute
430553,1944,1944,Object,Drawings and Prints
168386,2009,2009,Object,Costume Institute
693458,2011,2011,Object,Greek and Roman Art
227748,1954,1954,Object,European Sculpture and Decorative Arts
197252,1932,1932,Object,European Sculpture and Decorative Arts
40861,1924,1924,Object,Asian Art
4642,1918,1918,Object,The American Wing
52904,1924,1924,Object,Asian Art
764796,2017,2017,Object,Photographs
74523,2008,2008,Object,Asian Art
409338,1963,1963,Object,Drawings and Prints
549871,1921,1921,Object,Egyptian Art
80023,1995,1995,Object,Costume Institute
660471,1963,1963,Object,Drawings and Prints
70555,1974,1974,Object,Asian Art
32213,1932,1932,Object,Arms and Armor
813334,1959,1959,Object,Drawings and Prints
765519,1963,1963,Object,Drawings and Prints
276635,1994,1994,Object,Photographs
549398,1923,1923,Object,Egyptian Art
243667,1874,1874,Object,Greek and Roman Art
556139,1930,1930,Object,Egyptian Art
216332,1909,1909,Object,European Sculpture and Decorative Arts
722582,1917,1917,Object,Drawings and Prints
363366,1917,1917,Object,Drawings and Prints
376201,2006,2006,Object,Drawings and Prints
192169,1913,1913,Object,European Sculpture and Decorative Arts
85401,1930,1930,Object,Costume Institute
466574,1924,1924,Object,Medieval Art
715234,1963,1963,Object,Drawings and Prints
704468,2015,2015,Object,Drawings and Prints
49783,1995,1995,Object,Asian Art
449062,1936,1936,Object,Islamic Art
74895,1985,1985,Object,Asian Art
41793,1930,1930,Object,Asian Art
13803,1911,1911,Object,The American Wing
368019,1951,1951,Object,Drawings and Prints
633313,2011,2011,Object,Photographs
435306,1942,1942,Object,Drawings and Prints
474534,1912,1912,Object,Medieval Art
777230,2011,2011,Object,Drawings and Prints
191441,1910,1910,Object,European Sculpture and Decorative Arts
50584,2001,2001,Object,Asian Art
1208,1948,1948,Object,The American Wing
319219,2011,2011,Object,"Arts of Africa, Oceania, and the Americas"
692073,2011,2011,Object,Greek and Roman Art
