Source,Target
244239,1961
Gift of John E. Parsons,20255
20255,1956
Gift of Mrs. Francis Ormond,14233
14233,1950
George A. Hearn Fund,10181
10181,1929
"Gift of Margaret C. Buell, Helen L. King, and Sybil A. Walk",12136
12136,1970
"Gift of R. Thornton Wilson, in memory of Florence Ellsworth Wilson",111299
111299,1950
Walker Evans Archive,172205
172205,1994
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",279198
Rogers Fund,207460
207460,1994
Gift of the artist,177035
177035,2002
Rogers Fund,347571
347571,1912
Rogers Fund,361223
361223,1911
Gift of Mrs. Alexander McMillan Welch,474813
474813,1946
Gift of A. J. B. Wace,150735
150735,1924
Gift of John D. Rockefeller Jr.,138053
138053,1935
Gift of George Blumenthal,133688
133688,1941
Gift of J. Pierpont Morgan,314186
314186,1917
Rogers Fund and Edward S. Harkness Gift,357452
357452,1920
"The Jacqueline Loewe Fowler Costume Collection, Gift of Jacqueline Loewe Fowler",80506
80506,1983
"Bashford Dean Memorial Collection, Funds from various donors",18206
18206,1929
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",464669
Harris Brisbane Dick Fund,249367
249367,1923
Rogers Fund,150577
150577,1923
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",284413
Gift of George and Florence Blumenthal,350439
350439,1935
Gift of Helen and Philip Sills Collection of Bonnie Cashin Clothes,74287
74287,1979
Gift of American Friends of the Israel Museum,191426
191426,1983
Gift of Arnold H. Crane,156580
156580,1971
"Gift of Thomas Nast Jr., Mabel Nast Crawford and Cyril Nast",476707
476707,1933
"Purchase, Daniel Ergmann Gift",423852
423852,2014
Gift of Herman A. E. and Paul C. Jaehne,21282
21282,1943
Bequest of Charles Allen Munn,469291
469291,1924
Rogers Fund,300697
300697,1909
Gift of Mrs. Calvert Bodman,70915
70915,1978
Fletcher Fund,342177
342177,1964
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",460853
460853,1959
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399801
399801,1970
"The Cesnola Collection, Purchased by subscriptionâ?6",142606
Gift of Vuokko Eskolin-Nurmesniemi,327075
327075,1990
"Gift of Nanette B. Kelekian, in honor of Olga Raggio",137187
137187,2002
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",392966
392966,2011
"Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse",459210
459210,1950
Anonymous Gift,453567
453567,2011
Bequest of Charles Allen Munn,484174
484174,1924
Harris Brisbane Dick Fund,483817
483817,1947
Gift of Muriel Kallis Newman,87927
87927,2008
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",385141
Robert Lehman Collection,311788
311788,1975
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",461762
Rogers Fund,390264
390264,1920
"Purchase, Leonard A. Lauder Gift",396847
396847,2015
"Purchase, The Dave H. and Reba W. Williams Foundation Gift",328124
328124,1995
Fletcher Fund,258326
258326,1919
"Gilman Collection, Gift of The Howard Gilman Foundation",411198
411198,2005
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",437404
Twentieth-Century Photography Fund,450244
450244,2017
The Crosby Brown Collection of Musical Instruments,335256
335256,1889
Walker Evans Archive,170573
170573,1994
"The Cesnola Collection, Purchased by subscriptionâ?6",143919
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Jane Holzer",96618
96618,2009
"Purchase, Colt Archaeological Institute Inc. Gift",201415
201415,1985
Harris Brisbane Dick Fund,289087
289087,1945
Gift of William Brewster,247370
247370,1923
Gift of Emanuel Gerard,182990
182990,1979
Harris Brisbane Dick Fund,254025
254025,1938
Harris Brisbane Dick Fund,233729
233729,1927
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",287534
Rogers Fund,153709
153709,1951
Bequest of George C. Stone,26260
26260,1935
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",393319
393319,2011
"Purchase, The Horace W. Goldsmith Foundation Gift",463311
463311,1989
Rogers Fund,229623
229623,1920
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",179369
179369,1953
"Purchase, Daniel Ergmann Gift",295208
295208,2014
"Gift of the artist, in honor of her sister, Kishwar Chishti",334998
334998,2013
Rogers Fund,320475
320475,1914
Harris Brisbane Dick Fund,212940
212940,1945
Gift of Edward J. Wormley,306640
306640,1965
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",303283
303283,1915
Bequest of Richard B. Seager,151220
151220,1926
"Purchase, Edward S. Harkness Gift",356094
356094,1926
Walker Evans Archive,181952
181952,1994
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",225051
225051,1953
Harris Brisbane Dick Fund,164391
164391,1933
Bequest of Edmund C. Converse,53584
53584,1921
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",295696
295696,1929
Gift of Nathan Cummings,185458
185458,1962
Rogers Fund,424617
424617,1962
Walker Evans Archive,181759
181759,1994
Harris Brisbane Dick Fund,375909
375909,1936
Gift of Sir Joseph Duveen,203888
203888,1922
"Purchase, Judith and Ira Sommer Gift",70069
70069,2002
Rogers Fund,433878
433878,1948
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",438781
438781,2011
Rogers Fund,322525
322525,1908
"Purchase, Robert Mapplethorpe Foundation and Alfred Stieglitz Society Gifts",373441
373441,2013
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",446182
446182,2011
Rogers Fund,147228
147228,1907
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Museum Expedition &, Robert B. Woodward Memorial Fund",91754
91754,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",466823
Gift of Estate of Johan Hagemeyer,166771
166771,1962
Gift of Leo Lerman,78875
78875,1987
Gift of J. Pierpont Morgan,315009
315009,1917
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum",94578
94578,2009
Gift of Michael E. Lane,75861
75861,1984
Gift of Mireille Levy Lausanne,66933
66933,1994
Bequest of Felicia Meyer Marsh,334217
334217,1979
Gift of S. Paul Jones,268918
268918,1935
Rogers Fund,300679
300679,1909
Gift of William H. Huntington,484137
484137,1983
Gift of Mrs. Henry T. Curtis,227500
227500,1953
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",226367
226367,1953
Rogers Fund,301751
301751,1917
Gift of Mr. and Mrs. V. Everit Macy,341077
341077,1923
The Crosby Brown Collection of Musical Instruments,335399
335399,1889
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",393023
393023,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",449924
"Purchase, The Howard Gilman Foundation Gift and Rogers Fund",162664
162664,1991
Harris Brisbane Dick Fund,204280
204280,1926
"Purchase, The Howard Gilman Foundation Gift",176130
176130,1999
"Purchase, transferred from the Department of Paintings",470351
470351,1871
Harris Brisbane Dick Fund,212621
212621,1943
"Purchase, Joseph Pulitzer Bequest",241672
241672,1917
"Purchase, Rogers Fund, Edward S. Harkness Gift and by exchange",357865
357865,1922
Rogers Fund and Edward S. Harkness Gift,361183
361183,1922
"Purchase, Adrian Eeles Gift",261568
261568,2010
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",426029
426029,2011
Gift of Carl J. Ulmann,294353
294353,1924
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",257677
257677,1953
Gift of Weston J. Naef,473050
473050,1985
Gift of A. Hyatt Mayor,218805
218805,1970
"Purchase, Gift of Ogden Mills and Irwin Untermyer, by exchange",116649
116649,1980
Gift of John Steiner,207290
207290,1979
Gift of Arthur M. Bullowa,187384
187384,1978
Rogers Fund,366221
366221,1926
Rogers Fund,355304
355304,1935
Walter and Leonore Annenberg Acquisitions Endowment Fund,461281
461281,2018
Gift of Helen Miller Gould,360626
360626,1910
Gift of Mr. Lee Simonson,86721
86721,1939
Gift of The United Piece Dye Works,130516
130516,1936
Rogers Fund,198370
198370,1940
Museum Accession,17200
Gift of James Jackson Jarves,97467
97467,1881
Rogers Fund,229788
229788,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",384183
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",48411
48411,1929
"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall",123192
123192,1908
Gift of William H. Huntington,863
863,1883
Gift of Theodore M. Davis,359645
359645,1914
Gift of Harry G. Friedman,440857
440857,1960
Gift of Miss Nellie J. Crocker,73167
73167,1946
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",383620
383620,1950
Gift of Mrs. Charles R. Weber,136632
136632,1986
Gift of Lincoln Kirstein,213529
213529,1963
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Adeline Delbon",93258
93258,2009
Gift of Helen Miller Gould,355776
355776,1910
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",375882
Bequest of Edwin De T. Bechtel,440726
440726,1957
Gift of Lawrence Creshkoff,340035
340035,1990
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",456145
Gift of Brunschwig et Fils Inc.,331070
331070,1969
Gift of the designer,324107
324107,1982
Harris Brisbane Dick Fund,233174
233174,1917
Gift of a Trustee of the Museum,29742
29742,1917
Gift of Mrs. Frank Farley,81612
81612,1945
Gift of Joyce F. Menschel,408576
408576,2015
Gift of William Brewster,247726
247726,1923
Gift of The United Piece Dye Works,130993
130993,1936
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",419645
419645,2011
Gift of Mr. Larry Aldrich,76070
76070,1965
Gift of Ann Payne Blumenthal,133170
133170,1936
Dodson Fund,241110
241110,1934
Rogers Fund,448012
448012,1948
Bequest of Alphonso T. Clearwater,6907
6907,1933
Bequest of Alexandrine Sinsheimer,203967
203967,1958
Robert Lehman Collection,311179
311179,1975
Gift of Harry G. Friedman,422318
422318,1962
Gift of Regina and Lawrence Dubin M.D.,415737
415737,2016
Twentieth-Century Photography Fund,436798
436798,2015
Gift of William H. Riggs,17721
17721,1913
"Purchase, Gift of Mr. and Mrs. Charles Wrightsman, by exchange",307351
307351,1974
"Gift of I. N. Phelps Stokes, Edward S. Hawes, Alice Mary Hawes, and Marion Augusta Hawes",164442
164442,1937
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",481763
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",469983
Gift of Mrs. Stanley Herzman,36484
36484,1984
Rogers Fund,122092
122092,1908
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270044
Gift of Mrs. Millia Davenport,430777
430777,1957
Walker Evans Archive,172246
172246,1994
Gift of Mrs. Edwin L. Jacobs and Mrs. Charles L. Rolland,136673
136673,1990
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",240886
240886,1951
Gift of Charles E. Wiggin,452248
452248,1968
Gift of Mary van Kleeck,52956
52956,1951
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Frederick H. Prince, Jr.",91028
91028,2009
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",443684
443684,1951
Bequest of George C. Stone,26407
26407,1935
Gift of William Brewster,246263
246263,1923
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",432351
432351,2011
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Millicent Huttleston Rogers",91848
91848,2009
"Bequest of John M. Crawford, Jr.",44711
44711,1988
"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",180435
180435,2005
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Alastair Bradley Martin",97171
97171,2009
Rogers Fund,276113
276113,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",281971
Rogers Fund,128444
128444,1920
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",204013
204013,1968
Fletcher Fund,134007
134007,1946
Gift of Hon. Levi P. Morton,98217
98217,1885
The Crosby Brown Collection of Musical Instruments,335327
335327,1889
Gift of Isaac Mizrahi & Co.,72804
72804,1991
"Purchase, C. G. Boerner Gift",252507
252507,2009
"H.O. Havemeyer Collection, Bequest of Mrs. H.O. Havemeyer",107223
107223,1929
Gift of Mrs. Morris Hawkes,119062
119062,1936
Alfred Stieglitz Collection,329735
329735,1949
"Purchase, Liana Weindling Gift, in memory of her mother",344024
344024,2005
Gift of Mr. and Mrs. H. O. Havemeyer,57615
57615,1896
Rogers Fund and Edward S. Harkness Gift,359917
359917,1920
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135119
135119,1957
Rogers Fund,354979
354979,1927
Rogers Fund,305137
305137,1940
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",451905
"Purchase, Stephen C. and Katherine D. Sherrill Foundation Gift",163334
163334,1995
Walker Evans Archive,181985
181985,1994
"Purchase, Friends of Islamic Art Gifts",310228
310228,2011
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",445065
445065,2011
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",419708
419708,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",480547
"Gilman Collection, Purchase, Cynthia Hazen Polsky Gift",179981
179981,2005
"The Howard Mansfield Collection, Purchase, Rogers Fund",44818
44818,1936
"Museum Accession, Anonymous Gift",282163
282163,1972
Gift of Geoffrey Beene,68535
68535,2001
Harris Brisbane Dick Fund,227237
227237,1928
Gift of James N. Rosenberg,388027
388027,1957
Gift of Edward G. Kennedy,34735
34735,1929
Gift of Charlotte C. Weber,42605
42605,2000
Gift of William H. Riggs,22872
22872,1913
Gift of Lincoln Kirstein,234168
234168,1970
Rogers Fund,125749
125749,1909
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",408238
408238,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",440888
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",464716
Gift of Muriel Kallis Newman,87767
87767,2008
Bequest of Felicia Meyer Marsh,334684
334684,1979
Gift of Harvey Smith,216971
216971,1977
The Crosby Brown Collection of Musical Instruments,337175
337175,1889
Gift of the artist,156962
156962,1972
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",29294
29294,1929
Rogers Fund,122534
122534,1908
Bequest of Emma T. Gary,133279
133279,1934
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",437233
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",383002
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",459402
Gift of Mrs. Edward S. Harkness,129621
129621,1930
Rogers Fund,125599
125599,1909
Rogers Fund,30812
30812,1914
"Edward C. Moore Collection, Bequest of Edward C. Moore",299608
299608,1891
"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",178434
178434,2005
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",380796
Rogers Fund,199617
199617,1960
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",44970
44970,1975
Gift of Harry G. Friedman,232702
232702,1962
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",429704
429704,1956
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",403235
403235,2011
Bequest of Mary Anna Palmer Draper,349342
349342,1915
Rogers Fund,101896
101896,1908
Harris Brisbane Dick Fund,484273
484273,1917
Gift of Henry G. Marquand,98365
98365,1887
Gift of Giancorrado and Giacinta Ulrich,215007
215007,1989
The Crosby Brown Collection of Musical Instruments,338573
338573,1889
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",388584
Purchase,196616
196616,1886
Harris Brisbane Dick Fund,377062
377062,1936
Rogers Fund,308366
308366,1908
Gift of Mrs. J. Pierpont Morgan,128676
128676,1921
Rogers Fund,100141
100141,1904
"Gift of the Mary Ann Payne Foundation, Inc.",137388
137388,1966
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",212481
212481,1960
The Crosby Brown Collection of Musical Instruments,338870
338870,1889
"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",162571
162571,1991
Rogers Fund,32998
32998,1946
"Purchase, Roland L. Redmond Gift, Louis V. Bell and Rogers Funds",474974
474974,1972
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",426648
426648,1946
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",427895
427895,2011
Anonymous Gift,307512
307512,1974
Harris Brisbane Dick Fund,202986
202986,1947
Gift of Lincoln Kirstein,472440
472440,1962
Rogers Fund,297229
297229,1937
"Purchase, Arthur Ochs Sulzberger Gift",21847
21847,2003
Gift of The Museum of the City of New York,16485
