Source,Target
410937,2011
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",426357
426357,2011
"Exchange, Royal Institute of British Architects",232045
232045,1960
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",233914
233914,1951
Rogers Fund,433294
433294,1948
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270099
Purchase by subscription,145905
145905,1896
Harris Brisbane Dick Fund,55316
55316,1941
Harris Brisbane Dick Fund,292857
292857,1930
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",398282
398282,2011
Gift of Robert A. Ellison Jr.,16589
16589,2018
Gift of Mr. and Mrs. Nathan Cummings,186388
186388,1964
Gift of Pamela Rankin-Smith,33613
33613,1991
"Bequest of Margaret Seligman Lewisohn, in memory of her husband, Sam A. Lewisohn",295782
295782,1954
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",430620
430620,2011
"Bequest of Robert L. and Bertina Suida Manning, in memory of William E. Suida",210209
210209,1983
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",398056
398056,2011
"Gift of Audrey B. Love, in memory of her husband, C. Ruxton Love Jr.",116162
116162,1974
Gift of Stephen V. Grancsay,24275
24275,1942
Rogers Fund,305182
305182,1940
Bequest of Mary Clark Thompson,34935
34935,1923
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",274216
Gift of J. Pierpont Morgan,100696
100696,1906
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",46550
46550,1929
Gift of Figueroa,67351
67351,1993
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",294075
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",379620
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",419190
Gift of William Brewster,247764
247764,1923
Rogers Fund,447948
447948,1948
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",45043
45043,1975
"Purchase, Anonymous Gift",327256
327256,1991
"Purchase, Jack Greene Gift",54900
54900,2001
Gift of Mrs. Francis Ormond,11369
11369,1950
Gift of Mr. and Mrs. H. O. Havemeyer,58096
58096,1896
Rogers Fund,361762
361762,1915
"Gift of C. R. Lindley, M.D.",174407
174407,2019
"Rogers Fund, Director's Discretionary Fund",315484
315484,1976
Fletcher Fund,381607
381607,1952
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",376746
Gift of William C. Moore,429044
429044,1972
The Crosby Brown Collection of Musical Instruments,336448
336448,1889
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of James J. Freeman",89189
89189,2009
Gift of Mrs. Millia Davenport,427426
427426,1957
Jacques and Natasha Gelman Collection,331135
331135,1998
Gift of Constance P. Brown,165256
165256,1947
Bequest of James T. Woodward,5884
5884,1910
"Gift of Sir William H. Redding, in memory of his wife",121112
121112,1901
"The Howard Mansfield Collection, Gift of Howard Mansfield",24725
24725,1936
Rogers Fund and Edward S. Harkness Gift,355547
355547,1922
Rogers Fund,365896
365896,1925
"Gift of Masako H. Shinn, in memory of Hideko Hashigami",475346
475346,2020
Twentieth-Century Photography Fund,415339
415339,2016
Gift of Mrs. V. Everit Macy,45089
45089,1923
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",377299
Gift of Leon Dalva Sr.,209603
209603,1965
Rogers Fund,354955
354955,1927
Rogers Fund,206296
206296,1921
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",401953
401953,2011
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",206033
206033,1929
Bequest of Phyllis Massar,277569
277569,2011
"Purchase, Joseph Pulitzer Bequest",282858
282858,1917
Museum Accession,291735
291735,1972
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",377836
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",219598
219598,1964
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",257348
257348,1961
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",285352
Gift of Martin Jay Davis,79533
79533,1979
Gift of J. Pierpont Morgan,100181
100181,1905
Rogers Fund,14953
14953,1953
"Purchase, David Scott Parker Gift",439333
439333,2017
"Gift of Claudia Quentin, in celebration of the Museum's 150th Anniversary",471733
471733,2020
Harris Brisbane Dick Fund,287306
287306,1930
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",223971
223971,1965
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135293
135293,1957
Gift of Eve Glasberg and Amyas Naegele,374141
374141,2013
Gift of James Hazen Hyde,111907
111907,1952
Gift of Mrs. Beatrice Glass,86003
86003,1974
Harris Brisbane Dick Fund,263108
263108,1917
Gift of Erna Schwab Blade,262056
262056,2010
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",272582
Gift of Herman A. E. and Paul C. Jaehne,23337
23337,1943
"Gift of The University Museum, University of Pennsylvania",339560
339560,1953
Gift of Kimberly Kassel,402391
402391,2015
Walker Evans Archive,169356
169356,1994
Gift of Mr. and Mrs. Eugene V. Thaw,51400
51400,2002
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",450013
Gift of George Selz,483796
483796,1959
Harris Brisbane Dick Fund,227701
227701,1930
Bequest of Felicia Meyer Marsh,334155
334155,1979
Rogers Fund,343691
343691,1926
"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) -",884
884,1854
"Gift of Mrs. Constance D. Stieglitz, in memory of her husband, Marcel H. Stieglitz",114240
114240,1964
Gift of Bashford Dean,27924
27924,1920
"Gift of Fred Horstmann, in memory of Frances Horstmann",83667
83667,1978
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",266873
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",388519
"Gift of Edith Neuman de VÃ©gvÃ¡r, in honor of her husband, Charles Neuman de VÃ©gvÃ¡r",296393
296393,1963
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",443549
From the Hanna S. Kohn Collection,82120
82120,1951
Harris Brisbane Dick Fund,220528
220528,1930
Rogers Fund,3507
3507,1910
Harris Brisbane Dick Fund,401726
401726,1924
Gift of Ernest Shapiro and Family,262867
262867,1995
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",447191
Gift of Mrs. Julia W. Torrey,105728
105728,1922
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",443476
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",422416
Gift of Juliet Hartford,67158
67158,1993
Gift of Miss Cornelia Van Aukin Chapin,85052
85052,1953
Gift of Mrs. Thomas Hunt,118982
118982,1933
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",420487
Gift of A. S. Colgate,280121
280121,1952
Harris Brisbane Dick Fund,249850
249850,1926
Rogers Fund,396596
396596,1919
"Purchase, Anne and Carl Stern Gift",220923
220923,1970
Gift of the artist,160175
160175,1984
Gift of Lester Wunderman,187362
187362,1977
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",268468
Gift of Miss Irene Lewisohn,78555
78555,1937
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",431159
431159,1946
Rogers Fund,358764
358764,1917
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",373527
Rogers Fund,125628
125628,1909
Gift of Robert Judson Clark,245098
245098,1985
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370923
370923,2014
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",481440
Gift of George Platt Lynes,241039
241039,1940
Harris Brisbane Dick Fund,262039
262039,1926
Gift of Frederic Newlin Price,199498
199498,1959
Gift of Robert Lehman,34462
34462,1945
Anonymous Gift,385611
385611,1958
"Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean",405695
405695,1928
"Purchase, Joseph Pulitzer Bequest",239855
239855,1917
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Linda S. Ferber",96655
96655,2009
Gift of Rupert L. Joseph,152681
152681,1941
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",296531
296531,1915
Gift of Sheldon Lewis Breitbart,201222
201222,1983
Gift of Mrs. John L. Swayze,160037
160037,1983
Gift of Heber R. Bishop,38015
38015,1902
Harris Brisbane Dick Fund,250991
250991,1931
Gift of George D. Pratt,185274
185274,1933
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",428333
428333,2011
Gift of Reba and Dave Williams,332101
332101,1999
Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,1964
1964,1942
Rogers Fund,345530
345530,1917
Walker Evans Archive,172455
172455,1994
Gift of Helen Miller Gould,363545
363545,1910
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",385063
Gift of Edward S. Harkness,362708
362708,1921
Robert Lehman Collection,312973
312973,1975
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",372651
"Purchase, Merrill G. and Emita E. Hastings Foundation Gift",327919
327919,1994
Gift of Peter J. Cohen,451753
451753,2018
Rogers Fund,387923
387923,1918
Gift of James A. Houston,186646
186646,1969
"Gift of Mrs. Isaac Gibson Jaffray, in memory of her husband",99695
99695,1898
Rogers Fund,361622
361622,1911
Gift of Mary M. Rumsey,66970
66970,1994
Rogers Fund,440776
440776,1922
Gift of George F. Baker,298923
298923,1890
John J. McKendry Fund,230908
230908,1986
Dodge Fund,253471
253471,1967
Gift of J. Pierpont Morgan,148881
148881,1917
Walker Evans Archive,171852
171852,1994
Gift of Marcia Harty,262053
262053,1958
Gift of Mr. and Mrs. Nathan Cummings,185800
185800,1964
Rogers Fund,198284
198284,1938
Gift of J. Pierpont Morgan,314527
314527,1917
"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall",123265
123265,1908
Gift of Mrs. Charles Wrightsman,87614
87614,2007
"The Cesnola Collection, Purchased by subscriptionâ?6",142123
Gift of Mrs. Screven Lorillard,1486
1486,1952
"Purchase, The Edward Pearce Casey Fund",478816
478816,1978
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",455554
"Purchase, Mortimer L. Schiff Fund",235147
235147,1925
"The Howard Mansfield Collection, Purchase, Rogers Fund",38967
38967,1936
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",205777
205777,1949
Rogers Fund,309767
309767,1939
Gift of Mr. Cornelius Vanderbilt and Mrs. Robert L. Stevens,81101
81101,1953
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",378093
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",466378
466378,1966
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",415712
Gift of Mrs. Francis Ormond,11404
11404,1950
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",46491
46491,1929
Bequest of George C. Stone,25429
25429,1935
Gift of Paul Cohen,160413
160413,1984
Gift of Mrs. Edward S. Harkness,107406
107406,1930
Gift of Mr. and Mrs. Frederic B. Pratt,133309
133309,1937
"Gift of Lola B. Gellman, in memory of Walter Liedtke",397623
397623,2015
"Purchase, Daniel Ergmann Gift",423938
423938,2014
Gift of Cornelius Vanderbilt,204003
204003,1880
Gift of Alice Frank Merriam,85046
85046,1966
"Purchase, Bertha and Isaac Liberman Foundation Gift, in memory of Jeffrey P. Klein",401355
401355,2015
Rogers Fund,352353
352353,1928
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",424738
Bequest of Phyllis Massar,264143
264143,2011
Gift of George F. Baker,298532
298532,1890
Gift of Mrs. Russell Sage,51169
51169,1910
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Arthur Wm. Fried",96410
96410,2009
Gift of William H. Riggs,21801
21801,1913
"The Grinnell Collection, Bequest of William Milne Grinnell",302062
302062,1920
Rogers Fund,20788
20788,1904
Gift of William C. Moore,429788
429788,1972
"Gift of V. Everit Macy, in memory of his wife, Edith Carpenter Macy",106498
106498,1927
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Jane Mead von Salis Funtanella",91098
91098,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",372456
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",407937
407937,2011
Gift of Susan Dwight Bliss,376286
376286,1958
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",480287
Rogers Fund,361511
361511,1911
"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller",188164
188164,1969
"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles",475191
475191,2020
Harris Brisbane Dick Fund,220069
220069,1940
"Gift of the Humanities Fund Inc., The Boris Bakhmeteff Collection",284792
284792,1972
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",224960
224960,1964
Gift of J. Pierpont Morgan,148932
148932,1917
Anonymous Gift,190918
190918,1979
"The Cesnola Collection, Purchased by subscriptionâ?6",140144
Gift of Mme. Hector Guimard,223408
223408,1958
Robert Lehman Collection,312068
312068,1975
Gift of Associated American Artists,226049
226049,1954
Gift of J. Pierpont Morgan,314824
314824,1917
Rogers Fund,103717
103717,1913
Walker Evans Archive,168404
168404,1994
Rogers Fund,198722
198722,1951
Bequest of John B. Elliott,194928
194928,1997
Rogers Fund,358240
358240,1917
"Gift of Mrs. Constance D. Stieglitz, in memory of her husband, Marcel H. Stieglitz",114254
114254,1964
Rogers Fund,102970
102970,1911
Rogers Fund,357951
357951,1917
Gift of Kay Gregory,167314
167314,1967
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",286445
286445,1955
Gift of Mr. and Mrs. Frederick S. Wait,101776
101776,1906
Museum Accession,61366
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",386987
Rogers Fund,433902
433902,1948
Rogers Fund,348525
348525,1976
Rogers Fund,198714
198714,1950
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",217971
217971,1948
Seymour Fund,43695
43695,1992
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of George Arents in memory of Annie Walter Arents",89479
89479,2009
Gift of Mr. and Mrs. H. O. Havemeyer,56910
56910,1896
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",53940
53940,1975
Gift of Mrs. Francis Henry Lenygon (?),137403
137403,1974
Bequest of Marianne Khuner,418531
"Gift of Audrey B. Love, in memory of her husband, C. Ruxton Love Jr.",137795
137795,1974
Harris Brisbane Dick Fund,237204
237204,1933
Gift of Mrs. Russell Sage,9098
9098,1909
Rogers Fund,124626
124626,1909
Gift of Mrs. Samuel P. Avery,99636
99636,1897
Gift of Lincoln Kirstein,47752
47752,1959
Gift of The New York Historical Society,79496
79496,1979
Rogers Fund,150560
150560,1923
"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund",15722
15722,1967
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",463662
"Gilman Collection, Gift of The Howard Gilman Foundation",180195
180195,2005
Gift of Howard Mansfield,380858
380858,1926
Gift of Charles Stewart Smith,40488
40488,1893
Gift of Joseph Paul di Gemma,391338
391338,1933
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",383827
Rogers Fund,304261
304261,1938
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Frederick H. Prince, Jr.",91033
91033,2009
"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg",48624
48624,1998
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",233842
233842,1966
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",218262
218262,1963
Gift of Wiener WerkstÃ¤tte of America Inc.,461954
461954,1923
Gift of William Brewster,247033
247033,1923
Gift of Letterio Calapai,241073
241073,1946
Bequest of Phyllis Massar,275885
275885,2011
Anonymous Gift,452763
452763,2011
Gift of Herman A. E. and Paul C. Jaehne,20604
20604,1943
Bequest of Frederick Townsend Martin,395148
395148,1914
The Crosby Brown Collection of Musical Instruments,337242
337242,1889
"Purchase, Leonard A. Lauder Gift",231099
231099,1990
Gift of Marsha Garces Williams,477123
477123,2021
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",61693
61693,1920
Rogers Fund,300627
300627,1909
"Helena Woolworth McCann Collection, Purchase, Winfield Foundation Gift, by exchange",116186
116186,1975
Isabel Shults Fund,372831
372831,2014
Gift of Art Worker's Club,82756
82756,1945
"Gift of the Humanities Fund Inc., The Boris Bakhmeteff Collection",293226
293226,1972
Mrs. L. T. Scully Fund,72392
72392,1977
Bequest of George D. Pratt,110358
110358,1935
Gift of Helen Miller Gould,363038
363038,1910
Gift of Reiss-Cohen Inc.,237904
237904,1985
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",384155
Gift of Helen Miller Gould,353940
353940,1910
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",217486
217486,1960
Purchase by subscription,126188
126188,1909
Gift of John Taylor Arms,233137
233137,1942
Anonymous Gift,121213
121213,1879
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",436927
Gift of Dr. Howard Van Rensselaer,5506
5506,1928
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",430443
430443,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",387053
"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg",192011
192011,1986
Walker Evans Archive,182033
182033,1994
Harris Brisbane Dick Fund,368720
368720,1953
Gift of Cynthia Hazen Polsky,65591
65591,1996
"Purchase, Edward S. Harkness Gift",354905
354905,1926
Gift of Michael G. Wilson,274743
274743,1981
Bequest of Flora E. Whiting,6071
6071,1971
Gift of Lincoln Kirstein,222347
222347,1970
Gift of Heber R. Bishop,37847
37847,1902
Bequest of Benjamin Altman,39822
39822,1913
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135227
135227,1957
Harris Brisbane Dick Fund,253500
253500,1925
Bequest of Lester Wolfe,201303
201303,1983
Rogers Fund and Edward S. Harkness Gift,349323
349323,1922
Gift of Charles E. Wiggin,452182
452182,1968
"Gift of Paul F. Walter, in memory of Christopher Hemphill",225471
225471,1987
The Berggruen Klee Collection,324845
324845,1984
"Samuel Eilenberg Collection, Gift of Samuel Eilenberg",33150
33150,1987
Gift of Carleton Macy,108306
108306,1934
Gift of William Brewster,246461
246461,1923
Gift of Mrs. A. N. Steyne,84542
84542,1941
Museum Accession,137455
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",190774
190774,1979
Gift of Jean Charlot,429475
429475,1930
Rogers Fund,125754
125754,1909
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",468403
468403,1946
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",443992
443992,1949
Purchase,145529
145529,1896
"Edward C. Moore Collection, Bequest of Edward C. Moore",299491
299491,1891
Bequest of Grace M. Pugh,412773
412773,1985
Harris Brisbane Dick Fund,388724
388724,1937
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",189492
189492,1979
Gift of Arthur A. Houghton Jr.,306966
306966,1970
Gift of The United Piece Dye Works,131874
131874,1936
Walker Evans Archive,173301
173301,1994
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399401
399401,1970
"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold",255165
255165,1954
"Purchase, The Mr. and Mrs. Henry Ittleson Jr. Purchase Fund",206343
206343,1971
Rogers Fund,342988
342988,1915
Rogers Fund,356046
356046,1926
Rogers Fund,304150
304150,1938
Catharine Breyer Van Bomel Foundation Fund,79053
79053,1981
Rogers Fund,134254
134254,1949
Gift of Mrs. Ernest Haskell,396084
396084,1954
Gift of Mrs. Laura W. Andre,153649
153649,1948
Gift of Darius Ogden Mills,353674
353674,1904
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Hollis K. Thayer",95530
95530,2009
Rogers Fund,20916
20916,1904
Bequest of George C. Stone,19287
19287,1935
Bequest of Grace M. Pugh,462239
462239,1986
Rogers Fund,122461
122461,1908
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",424381
Harris Brisbane Dick Fund,239300
239300,1917
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",272793
Rogers Fund,322445
322445,1908
Max G. Wildnauer Fund,222019
222019,1942
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",477134
477134,1946
Gift of Mrs. Alexander I. Marcuse,86500
86500,1940
Bequest of George C. Stone,24983
24983,1935
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",431963
431963,2011
Rogers Fund,71707
71707,1909
The Elisha Whittelsey Fund,403765
403765,1963
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",355199
355199,1915
Gift of Abby Aldrich Rockefeller,32396
32396,1942
Gift of Joyce F. Menschel,434539
434539,2016
Purchase,145551
145551,1896
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",394790
394790,2011
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",374656
374656,1951
Gift of Garrett C. Pier,20955
20955,1908
"Gift of Nanette B. Kelekian, in memory of Charles Dikran and Beatrice Kelekian",201968
201968,1999
"Purchase, Steve Kossak Gift and Gift of Mrs. Rose F. Magnin, in memory of her husband, E. John Magnin, by exchange",476369
476369,2021
"Gift of Nanette B. Kelekian, in memory of Charles Dikran and Beatrice Kelekian",202028
202028,1999
Stewart S. MacDermott and John B. Turner Funds,414561
414561,1974
Joyce F. Menschel Photography Library Fund,409492
409492,2012
Gift of Pierre C. Cartier,13563
13563,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",457293
"Purchase, Friends of The Costume Institute Gifts",78230
78230,1978
Steward S. Macdermott Fund,255599
255599,1968
"Museum Accession, transferred from the Library",256752
"Ford Motor Company Collection, Gift of Ford Motor Company and John C. Waddell",161347
161347,1987
Gift of Josef Albers,240934
240934,1970
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",445164
445164,2011
The Cloisters Collection,317354
317354,1958
Rogers Fund,361844
361844,1911
Harris Brisbane Dick Fund,253897
253897,1953
"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth",30604
30604,1986
Rogers Fund,216659
216659,1917
Gift of Yuki A. Kanegaye. JAX,67637
67637,1999
"Purchase, Rogers Fund, and Gift of J. Pierpont Morgan, by exchange",315571
315571,1981
Rogers Fund,447871
447871,1948
Gift of Nikita D. Lobanov,285407
285407,1970
Gift of Alfred Duane Pell,99903
99903,1902
Gift of George F. Baker,299258
299258,1890
Rogers Fund,136455
136455,1982
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",223836
223836,1969
Gift of Helen and Janos Scholz,166140
166140,1958
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",385889
Gift of Larry Aldrich,397105
397105,1985
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",394404
"Museum Accession, transferred from the Library",226335
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",397728
Harris Brisbane Dick Fund,260906
260906,1953
Museum Accession,459590
459590,1964
Rogers Fund,59608
59608,1930
Gift of Vogue Magazine,331062
331062,1969
Gift of Edwin De T. Bechtel,257056
257056,1949
Gift of A. Hyatt Mayor,222921
222921,1973
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",428889
428889,1963
Rogers Fund,322366
322366,1908
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",440394
440394,1962
Gift of Mrs. John Jay Whitehead,85907
85907,1943
Rogers Fund and Edward S. Harkness Gift,341477
341477,1922
"Purchase, Bequest of W. Gedney Beatty, by exchange",250442
250442,2008
Harris Brisbane Dick Fund,281724
281724,1923
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",393294
393294,2011
Gift of J. Pierpont Morgan,384720
384720,1917
Gift of Herman A. E. and Paul C. Jaehne,23732
23732,1943
Rogers Fund and Edward S. Harkness Gift,356977
356977,1920
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. William Randolph Hearst, Jr.",91266
91266,2009
"Gift of Nanette B. Kelekian, in memory of Charles Dikran and Beatrice Kelekian",201959
201959,1999
Bequest of Helen Winslow Durkee Mileham,306090
306090,1954
Gift of William H. Riggs,22182
22182,1913
Rogers Fund and Edward S. Harkness Gift,357241
357241,1920
Purchase by subscription,126285
126285,1909
Rogers Fund,364467
364467,1913
Gift of Ansel and Virginia Adams,158814
158814,1979
Bequest of George C. Stone,26293
26293,1935
Bequest of Harry G. Friedman,258377
258377,1965
The Cloisters Collection,318124
318124,1955
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",405449
Harris Brisbane Dick Fund,393692
393692,1953
"Gift of Bruce A. Kirstein, in memory of Marc S. Kirstein",158501
158501,1978
Rogers Fund,355071
355071,1928
The Crosby Brown Collection of Musical Instruments,339356
339356,1889
"Bequest of Adele L. Lehman, in memory of Arthur Lehman",297044
297044,1965
"Purchase, Anonymous Gift",177678
177678,2002
"Gift of Sue Cassidy Clark, in honor of Dr. Barbara Brennan Ford",64132
64132,2008
"Purchase, Irene Lewisohn Bequest",71114
71114,1962
"Purchase, Lila Acheson Wallace Gift",158106
158106,1976
Rogers Fund,150270
150270,1921
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",471243
471243,1951
"Rogers Fund, transferred from the Library",213431
"Purchase, Mr. and Mrs. Robert G. Goelet Gift",16160
16160,2004
"Purchase, Roland L. Redmond Gift, Louis V. Bell and Rogers Funds",237234
237234,1972
Walker Evans Archive,174057
174057,1994
Harris Brisbane Dick Fund,368729
368729,1926
"Purchase, Friends of Twentieth Century Decorative Arts Gifts",325560
325560,1985
Gift of Norbert Schimmel Trust,154894
154894,1989
Rogers Fund,321075
321075,1908
"Purchase, Rogers Fund and Mr. and Mrs. David Nash and Anonymous Gifts",187056
187056,1975
Gift of J. Pierpont Morgan,28286
28286,1917
Gift of Harry G. Friedman,282037
282037,1962
Gift of E. Byrne Livingston,323653
323653,1979
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",431360
431360,1959
Gift of J. Pierpont Morgan,149411
149411,1917
Funds from various donors,29971
29971,1946
Gift of Samuel T. Peters,41374
41374,1915
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",465441
Harris Brisbane Dick Fund,204191
204191,1927
Rogers Fund,205077
205077,1919
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",412958
Harris Brisbane Dick Fund,389858
389858,1937
Rogers Fund,106098
106098,1925
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",397356
Gift of George F. Baker,298808
298808,1890
"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles",470610
470610,2019
Gift of Gus H. Zimmerman Jr.,71012
71012,1980
Gift of Mrs. Edward S. Harkness,129616
129616,1930
Rogers Fund,198081
198081,1936
Bequest of Marguerite H. Rohlfs,14486
14486,1995
Gift of The United Piece Dye Works,131933
131933,1936
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",244239
